economic;Adjective;B1;эканамічнай
economy;Noun;B1;эканоміка
edge;Noun;B1;край
edit;Verb;B2;рэдагаваць
edition;Noun;B2;выданне
editor;Noun;B1;рэдактар
educate;Verb;B1;выхоўваць
educated;Adjective;B1;адукаваны
education;Noun;A2;адукацыя
educational;Adjective;B1;адукацыі
effect;Noun;A2;эфект
effective;Adjective;B1;эфектыўны
effectively;Adverb;B1;фактычна
efficient;Adjective;B2;эфектыўнае
effort;Noun;B1;высілак
egg;Noun;A1;яйка
eight;number;A1;восем
eighteen;number;A1;васемнаццаць
eighty;number;A1;восемдзесят
either;det./proNoun Adverb;A2;альбо
elderly;Adjective;B2;састарэлыя
elect;Verb;B2;выбраныя
election;Noun;B1;выбары
electric;Adjective;A2;электрычны
electrical;Adjective;A2;электрычны
electricity;Noun;A2;электрычнасць
electronic;Adjective;A2;электронны
element;Noun;B1;элемент
elephant;Noun;A1;слон
eleven;number;A1;адзінаццаць
else;Adverb;A1;яшчэ
elsewhere;Adverb;B2;у іншым месцы
email;Noun Verb;A1;па электроннай пошце
embarrassed;Adjective;B1;збянтэжаны
embarrassing;Adjective;B1;цяжкім
emerge;Verb;B2;усплываць
emergency;Noun;B1;неспадзяваны
emotion;Noun;B1;эмоцыя
emotional;Adjective;B2;эмацыйны
emphasis;Noun;B2;акцэнт
emphasize;Verb;B2;падкрэсліваць
employ;Verb;A2;наймаюць
employee;Noun;A2;супрацоўнік
employer;Noun;A2;працадаўца
employment;Noun;B1;занятасць
empty;Adjective, Verb;A2, B1;апаражніць
enable;Verb;B2;ўключыць
encounter;Verb Noun;B2;сутыкненне
encourage;Verb;B1;заахвочваць
end;Noun Verb;A1;канец
ending;Noun;A2;канчатак
enemy;Noun;B1;вораг
energy;Noun;A2;энергія
engage;Verb;B2;займацца
engaged;Adjective;B1;занята
engine;Noun;A2;рухавік
engineer;Noun;A2;інжынер
engineering;Noun;B1;інжынірынг
enhance;Verb;B2;павышаць
enjoy;Verb;A1;атрымліваць асалоду ад
enormous;Adjective;A2;велізарны
enough;det. proNoun Adverb;A1;дастаткова
enquiry;Noun;B2;запыт
ensure;Verb;B2;забяспечваць
enter;Verb;A2;ўваходзіць
entertain;Verb;B1;забаўляць
entertainment;Noun;B1;забавы
enthusiasm;Noun;B2;энтузіязм
enthusiastic;Adjective;B2;захоплены
entire;Adjective;B2;усе
entirely;Adverb;B2;цалкам
entrance;Noun;B1;уваход
entry;Noun;B1;запіс
environment;Noun;A2;навакольнае асяроддзе
environmental;Adjective;B1;экалагічная
episode;Noun;B1;эпізод
equal;Adjective, Verb Noun;B1, B2;роўны
equally;Adverb;B1;ў роўнай ступені
equipment;Noun;A2;абсталяванне
error;Noun;A2;памылка
escape;Verb Noun;B1;бегчы
especially;Adverb;A2;асабліва
essay;Noun;A2;эсэ
essential;Adjective;B1;істотны
establish;Verb;B2;ўсталяваць
estate;Noun;B2;маёмасць
estimate;Verb Noun;B2;адзнака
ethical;Adjective;B2;этычны
euro;Noun;A1;еўра
evaluate;Verb;B2;ацэньваць
even;AdVerb Adjective;A1, B2;нават
evening;Noun;A1;вечар
event;Noun;A1;падзея
eventually;Adverb;B1;у рэшце рэшт
ever;Adverb;A1;калі-небудзь
every;det;A1;кожны
everybody;proNoun;A1;усе
everyday;Adjective;A2;кожны дзень
everyone;proNoun;A1;усе
everything;proNoun;A1;усе
everywhere;Adverb;A2;ўсюды
evidence;Noun;A2;доказы
evil;Adjective, Noun;B2;зло
exact;Adjective;A2;дакладны
exactly;Adverb;A2;дакладна
exam;Noun;A1;экзамен
examination;Noun;B2;экспертыза
examine;Verb;B1;даследаваць
example;Noun;A1;прыклад
excellent;Adjective;A2;выдатна
except;prep, conj;A2, B1;акрамя
exchange;Noun Verb;B1;абмен
excited;Adjective;A1;узбуджаны
excitement;Noun;B1;хваляванне
exciting;Adjective;A1;ўзбуджальны
excuse;Noun Verb;B2;апраўданне
executive;Noun Adjective;B2;выканаўчы
exercise;Noun Verb;A1;ажыццяўленне
exhibition;Noun;B1;выстава
exist;Verb;A2;EXIST
existence;Noun;B2;існаванне
expand;Verb;B1;пашыраць
expect;Verb;A2;чакаць
expectation;Noun;B2;чаканне
expected;Adjective;B1;чаканы
expedition;Noun;B1;экспедыцыя
expense;Noun;B2;выдаткі
expensive;Adjective;A1;дарагі
experience;Noun Verb;A2, B1;вопыт
experienced;Adjective;B1;дасведчаны
experiment;Noun Verb;A2, B1;эксперымент
expert;Noun Adjective;A2;эксперт
explain;Verb;A1;тлумачыць
explanation;Noun;A2;тлумачэнне
explode;Verb;B1;выбухаць
exploration;Noun;B2;даследаванне
explore;Verb;B1;даследаваць
explosion;Noun;B1;выбух
export;Noun Verb;B1;экспарт
expose;Verb;B2;выкрываць
express;Verb;A2;экспрэс
expression;Noun;A2;выраз
extend;Verb;B2;распасцірацца
extent;Noun;B2;ступень
external;Adjective;B2;знешні
extra;Adjective, Noun Adverb;A1, B1;дадатковы
extraordinary;Adjective;B2;незвычайны
extreme;Adjective, Noun;A2, B2;экстрэмальны
extremely;Adverb;A2;вельмі
eye;Noun;A1;вачэй
face;Noun Verb;A1, B1;твар
facility;Noun;B2;аб'ект
fact;Noun;A1;факт
factor;Noun;A2;фактар
factory;Noun;A2;завод
fail;Verb;A2;збой
failure;Noun;B2;адмова
fair;Adjective;A2;кірмаш
fairly;Adverb;B1;даволі
faith;Noun;B2;вера
fall;Verb Noun;A1, A2;падзенне
FALSE;Adjective;A1;ХЛУСНЯ
familiar;Adjective;B1;знаёмы
family;Noun Adjective;A1;сям'я
famous;Adjective;A1;вядомы
fan;Noun;A2;вентылятар
fancy;Verb Adjective;B1;маскарадны
fantastic;Adjective;A1;фантастычны
far;Adverb , Adjective;A1, B1;далёка
farm;Noun Verb;A1, A2;ферма
farmer;Noun;A1;фермер
farming;Noun;A2;сельская гаспадарка
fascinating;Adjective;B1;чароўны
fashion;Noun;A2;мода
fashionable;Adjective;B1;модны
fast;Adjective, Adverb;A1;хутка
fasten;Verb;B1;змацаваць
fat;Adjective, Noun;A1, A2;тлушч
father;Noun;A1;бацька
fault;Noun;B2;прыдзірацца
favour;Noun Verb;B1, B2;ласку
favourite;Adjective, Noun;A1;любімы
fear;Noun Verb;A2, B1;страх
feather;Noun;B2;пяро
feature;Noun Verb;A2, B1;асаблівасць
February;Noun;A1;лютага
fee;Noun;B2;плата
feed;Verb Noun;A2, B2;падача
feedback;Noun;B2;зваротная сувязь
feel;Verb Noun;A1, B2;адчуваць
feeling;Noun;A1;пачуццё
fellow;Adjective;B2;чалавек
female;Adjective, Noun;A2;жанчына
fence;Noun;B1;плот
festival;Noun;A1;фестываль
few;det./Adjective, proNoun;A1;некалькі
fiction;Noun;A2;фантастыка
field;Noun;A2;поле
fifteen;number;A1;пятнаццаць
fifth;number;A1;пяты
fifty;number;A1;пяцьдзесят
fight;Verb Noun;A2;бой
fighting;Noun;B1;барацьба
figure;Noun Verb;A2, B2;фігура
file;Noun Verb;B1, B2;файл
fill;Verb;A1;заліванне
film;Noun Verb;A1, A2;фільм
final;Adjective, Noun;A1, A2;канчатковы
finally;Adverb;A2;у рэшце рэшт
finance;Noun Verb;B2;фінансы
financial;Adjective;B1;фінансавы
find;Verb;A1;знайсці
finding;Noun;B2;выяўленне
fine;Adjective;A1;выдатна
finger;Noun;A2;палец
finish;Verb Noun;A1, A2;аздабленне
fire;Noun Verb;A1, B1;агонь
firm;Noun;B2;фірма
first;det./number.AdVerb Noun;A1, A2;першы
firstly;Adverb;A2;па-першае
fish;Noun Verb;A1, A2;рыба
fishing;Noun;A2;рыбалка
fit;Verb Adjective;A2;прыдатны
fitness;Noun;B1;фітнес
five;number;A1;пяць
fix;Verb Noun;A2, B2;выпраўленне
fixed;Adjective;B1;фіксаванай
flag;Noun;B1;сцяг
flame;Noun;B2;полымя
flash;Noun Verb;B2;ўспышка
flat;Noun Adjective;A1, A2;кватэра
flexible;Adjective;B2;гнуткі
flight;Noun;A1;палёт
float;Verb;B2;паплавок
flood;Noun Verb;B1;паводка
floor;Noun;A1;падлогу
flour;Noun;B1;мучной
flow;Verb Noun;B1;паток
flower;Noun;A1;кветка
flu;Noun;A2;грып
fly;Verb Noun;A1, A2;лётаць
flying;Noun Adjective;A2;лятаючы
focus;Verb Noun;A2;фокус
fold;Verb Noun;B1, B2;зморшчына
folding;Adjective;B2;складаны
folk;Noun Adjective;B1;людзі
follow;Verb;A1;прытрымлівацца
following;Adjective, Noun prep;A2, B1, B2;пасля
food;Noun;A1;харчаванне
foot;Noun;A1;фут
football;Noun;A1;футбол
for;prep.;A1;для
force;NounVerb;B1;сіла
foreign;Adjective;A2;замежныя
forest;Noun;A2;лес
forever;Adverb;B1;назаўжды
forget;Verb;A1;забываць
forgive;Verb;B2;дараваць
fork;Noun;A2;відэлец
form;NounVerb;A1;форма
formal;Adjective;A2;фармальны
former;Adjective;B2;былы
fortunately;Adverb;A2;на шчасце
fortune;Noun;B2;стан
forty;number;A1;сорак
forward;AdVerb Adjective;A2, B2;наперад
found;Verb;B2;знойдзены
four;number;A1;чатыры
fourteen;number;A1;чатырнаццаць
fourth;number;A1;чацвёрты
frame;NounVerb;B1;рамка
free;Adjective, AdVerb Verb;A1,A2,B2;бясплатна
freedom;Noun;B2;свабода
freeze;Verb;B1;замярзаць
frequency;Noun;B2;частата
frequently;Adverb;B1;часта
fresh;Adjective;A2;свежы
Friday;Noun;A1;Пятніца
fridge;Noun;A2;халадзільнік
friend;Noun;A1;сябар
friendly;Adjective;A1;сяброўскі
friendship;Noun;B1;дружба
frighten;Verb;B1;Палохаюць
frightened;Adjective;B1;спалохаўшыся
frightening;Adjective;B1;пужалы
frog;Noun;A2;жаба
from;prep;A1;ад
front;Noun Adjective;A1;пярэдні
frozen;Adjective;B1;замарожаны
fruit;Noun;A1;садавіна
fry;Verb;B1;смажыць
fuel;Noun Verb;B1, B2;паліва
full;Adjective;A1;поўны
fully;Adverb;B2;цалкам
fun;Noun Adjective;A1, A2;весялосьць
function;Noun Verb;B1, B2;функцыя
fund;Noun Verb;B2;фонд
fundamental;Adjective;B2;фундаментальны
funding;Noun;B2;фінансаванне
funny;Adjective;A1;смешны
fur;Noun;B1;мех
furniture;Noun;A2;мэбля
further;Adjective, Adverb;A2, B1;далей
furthermore;Adverb;B2;больш за тое
future;Noun Adjective;A1, A2;будучыню
gain;Verb Noun;B2;каэфіцыент узмацнення
gallery;Noun;A2;галерэя
game;Noun;A1;гульня
gang;Noun;B2;банда
gap;Noun;A2;разрыў
garage;Noun;B1;гараж
garden;Noun;A1;сад
gas;Noun;A2;газ
gate;Noun;A2;вароты
gather;Verb;B1;збіраць
general;Adjective;A2;агульны
generally;Adverb;B1;ў цэлым
generate;Verb;B2;генераваць
generation;Noun;B1;пакаленне
generous;Adjective;B1;вялікадушны
genre;Noun;B2;жанр
gentle;Adjective;B1;пяшчотны
gentleman;Noun;B1;джэнтльмен
geography;Noun;A1;геаграфія
get;Verb;A1;з'явіцеся
ghost;Noun;B1;прывід
giant;Adjective, Noun;B1;гігант
gift;Noun;A2;падарунак
girl;Noun;A1;дзяўчына
girlfriend;Noun;A1;сяброўка
give;Verb;A1;даць
glad;Adjective;B1;рады
glass;Noun;A1;шкло
global;Adjective;B1;глабальнай
glove;Noun;B1;пальчатка
go;Verb Noun;A1, B1;ісці
goal;Noun;A2;мэта
God;Noun;A2;бог
gold;Noun Adjective;A2;золата
golf;Noun;A2;гольф
good;Adjective, Noun;A1, A2;добра
goodbye;exclam. Noun;A1;да пабачэння
goods;Noun;B1;тавары
govern;Verb;B2;правіць
government;Noun;A2;ўрад
grab;Verb;B2;грэйфера
grade;Noun Verb;B1, B2;клас
gradually;Adverb;B2;паступова
graduate;Noun Verb;B1;скончыць навучальную установу
grain;Noun;B1;зерне
grand;Adjective;B2;вялікі
grandfather;Noun;A1;дзед
grandmother;Noun;A1;бабуля
grandparent;Noun;A1;бабуля ці дзядуля
grant;Verb Noun;B2;грант
grass;Noun;A2;трава
grateful;Adjective;B1;удзячны
great;Adjective;A1;вялікі
green;Adjective, Noun;A1;зялёны
greet;Verb;A2;вітайце
grey;Adjective, Noun;A1;шэры
ground;Noun;A2;зямля
group;Noun;A1;група
grow;Verb;A1;расці
growth;Noun;B1;рост
guarantee;Verb Noun;B2;гарантыя
guard;Noun Verb;B1;ахова
guess;Verb Noun;A1;адгадаць
guest;Noun;A2;госць
guide;Noun Verb;A2;кіраўніцтва
guilty;Adjective;B1;вінаваты
guitar;Noun;A1;гітара
gun;Noun;A2;пісталет
guy;Noun;A2;хлопец
gym;Noun;A1;гімнастычны зала
habit;Noun;A2;звычка
hair;Noun;A1;валасы
half;Noundet.proNoun, Adverb;A1, A2;палова
hall;Noun;A2;зала
hand;Noun Verb;A1, B1;рука
handle;Verb Noun;B2;ручка
hang;Verb;B1;вешаць
happen;Verb;A1;здарацца
happily;Adverb;A2;шчасліва
happiness;Noun;B1;шчасце
happy;Adjective;A1;шчаслівы
hard;Adjective, Adverb;A1;жорсткі
hardly;Adverb;B1;наўрад ці
harm;Noun Verb;B2;шкоду
harmful;Adjective;B2;шкодны
hat;Noun;A1;капялюш
hate;Verb Noun;A1, B1;нянавісць
have;Verb auxiliary Verb;A1, A2;маюць
have to modal;Verb;A1;прыйдзецца мадальны
he;proNoun;A1;ён
head;Noun Verb;A1, B1;галава
headache;Noun;A2;галаўны боль
headline;Noun;B1;загаловак
health;Noun;A1;здароўе
healthy;Adjective;A1;здаровы
hear;Verb;A1;заслухоўваць
hearing;Noun;B2;слуханне
heart;Noun;A2;сэрца
heat;Noun Verb;A2;цяпла
heating;Noun;B1;ацяпленне
heaven;Noun;B2;неба
heavily;Adverb;B1;моцна
heavy;Adjective;A2;цяжкі
heel;Noun;B2;абцас
height;Noun;A2;вышыня
helicopter;Noun;B1;верталёт
hell;Noun;B2;пекла
hello;exclam./Noun;A1;добры дзень
help;Verb Noun;A1;дапамогу
helpful;Adjective;A2;карысны
her;proNoundet;A1;яе
here;Adverb;A1;тут
hero;Noun;A2;герой
hers;proNoun;A2;яе
herself;proNoun;A2;сама
hesitate;Verb;B2;саромецца
hey;exclam;A1;эй
hi;exclam;A1;прывітанне
hide;Verb;A2;схаваць
high;Adjective, AdVerb Noun;A1, A2, B2;высокая
highlight;Verb Noun;B1;асноўны момант
highly;Adverb;B1;вельмі
hill;Noun;A2;пагорак
him;proNoun;A1;яго
himself;proNoun;A2;сам
hire;Verb Noun;B1, B2;пракат
his;det. proNoun;A1, A2;яго
historic;Adjective;B1;гістарычны
historical;Adjective;B1;гістарычны
history;Noun;A1;гісторыя
hit;Verb Noun;A2;хіт
hobby;Noun;A1;хобі
hockey;Noun;A2;хакей
hold;Verb Noun;A2, B2;трымаць
hole;Noun;A2;адтуліну
holiday;Noun;A1;свята
hollow;Adjective;B2;полы
holy;Adjective;B2;святой
home;Noun AdVerb Adjective;A1, A2;дома
homework;Noun;A1;Дамашняя работа
honest;Adjective;B1;сумленны
honour;Noun Verb;B2;гонар
hope;Verb Noun;A1, A2;надзея
horrible;Adjective;B1;жудасны
horror;Noun;B1;жах
horse;Noun;A1;конь
hospital;Noun;A1;бальніца
host;Noun Verb;B1, B2;гаспадар
hot;Adjective;A1;гарачы
hotel;Noun;A1;гатэль
hour;Noun;A1;гадзіну
house;Noun Verb;A1, B2;дом
household;Noun;B2;хатняе гаспадарка
housing;Noun;B2;корпус
how;Adverb;A1;як
however;Adverb;A1;аднак
huge;Adjective;A2;велізарны
human;Adjective, Noun;A2;чалавек
humorous;Adjective;B2;гумарыстычны
humour;Noun;B2;гумар
hundred;number;A1;сто
hungry;Adjective;A1;галодны
hunt;Verb Noun;B1, B2;паляванне
hunting;Noun;B2;паляванне
hurricane;Noun;B1;ўраган
hurry;Noun Verb;B1;прыспешваць
hurt;Verb Adjective Noun;A2, B2;балюча
husband;Noun;A1;муж
I;proNoun;A1;Я
ice;Noun;A1;лёд
ice cream;Noun;A1;марозіва
idea;Noun;A1;ідэя
ideal;Adjective , Noun;A2, B2;ідэальны
identify;Verb;A2;ідэнтыфікаваць
identity;Noun;B1;ідэнтычнасць
if;conj.;A1;калі
ignore;Verb;B1;ігнараваць
ill;Adjective;A2;дрэнна
illegal;Adjective;B1;нелегальны
illness;Noun;A2;хвароба
illustrate;Verb;B2;ілюстраваць
illustration;Noun;B2;ілюстрацыя
image;Noun;A2;малюнак
imaginary;Adjective;B1;уяўны
imagination;Noun;B2;ўяўленне
imagine;Verb;A1;ўяўляць
immediate;Adjective;B1;неадкладны
immediately;Adverb;A2;неадкладна
immigrant;Noun;B1;імігрант
impact;Noun Verb;B1;ўздзеянне
impatient;Adjective;B2;нецярплівы
imply;Verb;B2;мець на ўвазе
import;Noun Verb;B1;імпарт
importance;Noun;B1;важнасць
important;Adjective;A1;важна
impose;Verb;B2;абкладаць
impossible;Adjective;A2;немагчыма
impress;Verb;B2;адбітка
impressed;Adjective;B2;уражаны
impression;Noun;B1;ўражанне
impressive;Adjective;B1;ўражлівы
improve;Verb;A1;паляпшаць
improvement;Noun;B1;паляпшэнне
in;prep., Adverb;A1;у
inch;Noun;B2;цалевы
incident;Noun;B2;інцыдэнт
include;Verb;A1;ўключаць
included;Adjective;A2;ўключаны
including;prep.;A2;у тым ліку
income;Noun;B2;даход
increase;Verb Noun;A2;павялічыць
increasingly;Adverb;B2;усё больш і больш
incredible;Adjective;A2;неймаверны
incredibly;Adverb;B1;неверагодна
indeed;Adverb;B1;сапраўды
independent;Adjective;A2;незалежны
indicate;Verb;B1;ўказваць
indirect;Adjective;B1;ускосны
individual;Noun, adj;A2;чалавек
indoor;Adjective;B1;пакаёвы
indoors;Adverb;B1;ў памяшканні
industrial;Adjective;B2;прамысловыя
industry;Noun;A2;прамысловасць
infection;Noun;B2;інфекцыя
influence;NounVerb;B1;ўплыў
inform;Verb;B2;інфармаваць
informal;Adjective;A2;нефармальная
information;Noun;A1;інфармацыя
ingredient;Noun;B1;інгрэдыент
initial;Adjective;B2;пачатковая
initially;Adverb;B2;першапачаткова
initiative;Noun;B2;ініцыятыва
injure;Verb;B1;параніць
injured;Adjective;B1;траўміраваны
injury;Noun;A2;траўма
inner;Adjective;B2;ўнутраны
innocent;Adjective;B1;нявінны
insect;Noun;A2;казурка
inside;prep.Adverb Noun Adjective;A2;ўнутры
insight;Noun;B2;разуменне
insist;Verb;B2;настаяць
inspire;Verb;B2;Inspire
install;Verb;B2;ўсталёўваць
instance;Noun;B2;прыклад
instead;Adverb;A2;замест
institute;Noun;B2;інстытут
institution;Noun;B2;ўстанова
instruction;Noun;A2;інструкцыя
instructor;Noun;A2;інструктар
instrument;Noun;A2;інструмент
insurance;Noun;B2;страхаванне
intelligence;Noun;B1;інтэлект
intelligent;Adjective;A2;разумны
intend;Verb;B1;меў намер
intended;Adjective;B2;прызначаны
intense;Adjective;B2;інтэнсіўны
intention;Noun;B1;намер
interest;Noun Verb;A1;цікавасць
interested;Adjective;A1;зацікаўлены
interesting;Adjective;A1;цікавы
internal;Adjective;B2;ўнутраны
international;Adjective;A2;міжнародны
internet;Noun;A1;інтэрнэт
interpret;Verb;B2;інтэрпрэтаваць
interrupt;Verb;B2;перапыненне
interview;Noun Verb;A1;інтэрв'ю
into;prep.;A1;у
introduce;Verb;A1;ўводзіць
introduction;Noun;A2;ўвядзенне
invent;Verb;A2;выдумляць
invention;Noun;A2;вынаходніцтва
invest;Verb;B1;інвест
investigate;Verb;B1;даследаваць
investigation;Noun;B2;даследаванне
investment;Noun;B2;інвестыцыі
invitation;Noun;A2;запрашэнне
invite;Verb;A2;запрашаць
involve;Verb;A2;ўключаць
involved;Adjective;B1;удзел
iron;Noun Verb;B1;жалеза
island;Noun;A1;востраў
issue;Noun, Verb;B1, B2;пытанне
IT;Noun;B1;IT
it;proNoun;A1;гэта
item;Noun;A2;пункт
its;det.;A1;яго
itself;proNoun;A2;сам
jacket;Noun;A1;куртка
jam;Noun;A2;джэм
January;Noun;A1;студзень
jazz;Noun;A2;джаз
jeans;Noun;A1;джынсы
jewellery;Noun;A2;ювелірныя вырабы
job;Noun;A1;праца
join;Verb;A1;далучыцца
joke;Noun Verb;A2;жарт
journal;Noun;B1;часопіс
journalist;Noun;A2;журналіст
journey;Noun;A1;падарожжа
joy;Noun;B2;радасць
judge;Noun Verb;B1;суддзя
judgement;Noun;B2;меркаваньне
juice;Noun;A1;сок
July;Noun;A1;ліпеня
jump;Verb Noun;A2;скачок
June;Noun;A1;чэрвень
junior;Adjective;B2;малодшы
just;Adverb;A1;проста
justice;Noun;B2;справядлівасць
justify;Verb;B2;абгрунтоўваць
keen;Adjective;B1;вострага
keep;Verb;A1;трымаць
key;Noun, Adjective Verb;A1, B1;ключ
keyboard;Noun;B1;клавіятура
kick;Verb Noun;B1;ўдар
kid;Noun;A2;дзіця
kill;Verb;A2;забіць
killing;Noun;B1;забойства
kilometre;Noun;A1;кіламетр
kind(type);Noun;A1;выгляд (тып)
kind(caring);Adjective;B1;выгляд (клопат)
king;Noun;A2;кароль
kiss;Verb Noun;B1;пацалунак
kitchen;Noun;A1;кухня
knee;Noun;A2;калена
knife;Noun;A2;нож
knock;Verb , Noun;A2, B1;пастукаць
know;Verb;A1;ведаць
knowledge;Noun;A2;веданне
lab;Noun;A2;лабараторыя
label;Noun Verb;B1;этыкетка
laboratory;Noun;B1;лабараторыя
labour;Noun;B2;працы
lack;Noun Verb;B1;адсутнасць
lady;Noun;A2;лэдзі
lake;Noun;A2;возера
lamp;Noun;A2;лямпа
land;Noun, Verb;A1, A2;зямля
landscape;Noun;B2;пейзаж
language;Noun;A1;мова
laptop;Noun;A2;партатыўны кампутар
large;Adjective;A1;вялікі
largely;Adverb;B2;ў значнай ступені
last1 (final);det., Adverb n;A1, A2;last1 (канчатковы)
last1 (taking time);Verb;A2;last1 (прымаючы час)
late;Adjective Adverb;A1;позна
later;Adverb , Adjective;A1, A2;пазней
latest;Adjective , Noun;B1, B2;апошні
laugh;Verb Noun;A1;смех
laughter;Noun;A2;смех
launch;Verb Noun;B2;запуск
law;Noun;A2;закон
lawyer;Noun;A2;адвакат
lay;Verb;B1;планіроўка
layer;Noun;B1;пласт
lazy;Adjective;A2;лянівы
lead;Verb , Noun;A2, B1;свінец
leader;Noun;A2;лідэр
leadership;Noun;B2;кіраўніцтва
leading;Adjective;B1;вядучы
leaf;Noun;B1;ліст
league;Noun;B2;ліга
lean;Verb;B2;посны
learn;Verb;A1;вучыцца
learning;Noun;A2;навучанне
least;det./proNoun Adverb;A2;як мінімум
leather;Noun;B1;скура
leave;Verb , Noun;A1, B2;адпачынак
lecture;Noun Verb;A2;лекцыя
left;Adjective Adverb Verb;A1;левы
leg;Noun;A1;ножка
legal;Adjective;B1;прававой
leisure;Noun;B1;вольны час
lemon;Noun;A2;цытрына
lend;Verb;A2;пазычаць
length;Noun;B1;даўжыня
less;det./pro Noun Adverb;A2;менш
lesson;Noun;A1;ўрок
let;Verb;A1;дазваляць
letter;Noun;A1;ліст
level;Noun, Adjective , Verb;A2, B1, B2;ўзровень
library;Noun;A1;бібліятэка
licence;Noun;B2;ліцэнзія
lie;Verb;A1;хлусня
lie;Verb Noun;B2;хлусня
life;Noun;A1;жыццё
lifestyle;Noun;A2;стыль жыцця
lift;Verb;Noun;ліфт
light (from the sun/a lamp);Noun Adverb , Verb;A1, A2;святло (ад сонца / лямпы)
light (not heavy);Adjective;A2;святло (не цяжкі)
like (similar);prep.;A1;як (аналагічны)
like (find sb/sth pleasant);Verb , n;A1, B1;як (знайсці С.Б. / STH прыемны)
Noun;B1; ;назоўнік
likely;Adjective;A2;верагодна
limit;Noun Verb;B1;мяжа
limited;Adjective;B2;абмежаваны
line;Noun, Verb;A1, B2;лінія
link;Noun Verb;A2;спасылка
lion;Noun;A1;леў
lip;Noun;B1;губа
liquid;Noun Adjective;B1;вадкасць
list;Noun Verb;A1;спіс
listen;Verb;A1;слухаць
listener;Noun;A2;слухач
literature;Noun;B1;літаратура
little;Adjective det./proNoun, Adverb;A1, A2;трохі
live1;Verb;A1;live1
live2;Adjective Adverb;B1;live2
lively;Adjective;B2;жывы
living;Adjective Noun;B1;жывы
load;Noun Verb;B2;нагрузка
loan;Noun;B2;пазыка
local;Adjective , Noun;A1, B1;мясцовы
locate;Verb;B1;размясціць
located;Adjective;B1;размешчаны
location;Noun;B1;месца
lock;Verb Noun;A2;замак
logical;Adjective;B2;лагічны
lonely;Adjective;B1;самотна
long;Adjective Adverb;A1;доўга
long-term;Adjective Adverb;B2;доўгатэрміновы
look;Verb , Noun;A1, A2;погляд
loose;Adjective;B2;страціць
lord;Noun;B2;спадар
lorry;Noun;A2;грузавы аўтамабіль
lose;Verb;A1;страціць
loss;Noun;B1;страта
lost;Adjective;A2;страчаны
lot;proNoun det. Adverb;A1;серыя
loud;Adjective Adverb;A2;гучна
loudly;Adverb;A2;гучна
love;Noun Verb;A1;каханне
lovely;Adjective;A2;выдатны
low;Adjective Adverb , n;A2, B2;нізкі
lower;Verb;B2;ніжэй
luck;Noun;A2;шанцаванне
lucky;Adjective;A2;ўдачлівы
lunch;Noun;A1;абед
lung;Noun;B2;лёгкае
luxury;Noun;B1;раскоша
machine;Noun;A1;машына
mad;Adjective;B1;вар'ят
magazine;Noun;A1;часопіс
magic;Noun Adjective;B1;магія
mail;Noun Verb;A2;пошта
main;Adjective;A1;галоўны
mainly;Adverb;B1;галоўным чынам
maintain;Verb;B2;падтрымліваць
major;Adjective;A2;галоўны
majority;Noun;B2;большасць
make;Verb , Noun;A1, B2;макіяж
male;Adjective Noun;A2;мужчына
mall;Noun;B1;гандлёвы цэнтр
man;Noun;A1;чалавек
manage;Verb;A2;кіраваць
management;Noun;B1;кіраванне
manager;Noun;A2;менеджэр
manner;Noun;A2;манера
many;det./proNoun;A1;многія
map;Noun, Verb;A1, B2;карта
March;Noun;A1;марш
mark;Verb Noun;A2;знак
market;Noun, Verb;A1, B1;рынак
marketing;Noun;B1;маркетынг
marriage;Noun;B1;шлюб
married;Adjective;A1;жанаты
marry;Verb;A2;ажаніцца
mass;Noun Adjective;B2;маса
massive;Adjective;B2;масіўны
master;Noun Verb;B2;майстар
match (contest/correspond);Noun Verb;A1;матч (конкурс / адпавядае)
matching;Adjective;B2;ўзгадненне
material;Noun, Adjective;A2, B2;матэрыял
mathematics;Noun;A2;матэматыка
maths;Noun;A2;матэматыка
matter;Noun Verb;A2;пытанне
maximum;Adjective Noun;B2;максімальная
May;Noun;A1;можа
may modal;Verb;A2;можа мадальны
maybe;Adverb;A1;можа быць
me;proNoun;A1;мне
meal;Noun;A1;ежа
mean;Verb;A1;сярэдні
meaning;Noun;A1;значэнне
means;Noun;B2;сродак
meanwhile;Adverb;B1;між тым
measure;Verb Noun;B1;мера
measurement;Noun;B2;вымярэнне
meat;Noun;A1;мяса
media;Noun;A2;сродкі масавай інфармацыі
medical;Adjective;A2;медыцынская
medicine;Noun;A2;лекі
medium;Adjective , Noun;B1, B2;серада
meet;Verb;A1;сустрэча
meeting;Noun;A1;сустрэча
melt;Verb;B2;расплаў
member;Noun;A1;член
memory;Noun;A2;памяць
mental;Adjective;B1;разумовы
mention;Verb , Noun;A2, B1;любое
menu;Noun;A1;меню
mess;Noun Verb;B1;беспарадак
message;Noun;A1;паведамленне
metal;Noun;A2;метал
method;Noun;A2;метад
metre;Noun;A1;метр
middle;Noun Adjective;A2;сярэдні
midnight;Noun;A1;поўнач
might modal;Verb;A2;можа мадальны
mild;Adjective;B1;мяккі
mile;Noun;A1;мілі
military;Adjective Noun;B2;ваенныя
milk;Noun;A1;малако
million number; ;A1;мільёнаў нумар
mind;Noun Verb;A2;розум
mine (belongs to me);proNoun;A2;міна (належыць мне)
